Gene	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5	Ctrl6	Ctrl7	Ctrl8	Ctrl9	Ctrl10	Ctrl11	Ctrl12	Ctrl13	Ctrl14	Ctrl15	Ctrl16	Ctrl17	Ctrl18	Ctrl19	Ctrl20	Ctrl21	Ctrl22	Ctrl23	Ctrl24	Ctrl25	Ctrl26	Ctrl27	A01	A02	Lag10	Lag12	Lag14	Lag21	Lag28	Lag30	Lag32	Lag35	Lag40	Lag43	Lag63	Lag65	Lag66	Lag69	Lag71	Lag72	Lag75	Lag78	Lag79	Lag81	Lag84	Lag85	Lag87	Lag89	Lag91
MSLN	14.9658	15.3163	13.6551	14.7936	15.734	16.0447	15.6991	15.8386	15.9859	16.1477	15.8411	15.2696	15.8337	16.8606	16.3039	13.9567	15.1713	16.2344	15.9837	15.1074	15.5018	16.0889	15.734	16.0743	15.9545	16.2137	15.5477	15.5567	15.2949	15.2251	14.8679	14.4956	15.5296	16.0124	15.1196	14.8435	15.6068	15.448	15.5204	16.2949	13.6096	14.6096	16.6096	16.5537	16.2805	14.9837	16.2641	14.7313	15.6096	15.2913	16.3269	15.7524	15.691	15.3547
TITIN	10.7142	9.43671	10.7398	8.69	10.5018	11.3163	11.9944	11.697	10.8994	11.8376	10.5603	11.8337	12.1389	10.3772	12.0835	11.7773	11.8918	10.7228	10.9586	10.2527	11.4357	11.7099	10.5699	10.6618	10.3332	10.2288	10.697	10.973	10.7566	11.5746	12.5289	11.3106	11.1861	11.4094	11.0768	10.5314	10.9586	9.89633	10.7731	10.2761	10.7977	11.0634	11.8765	11.0701	6.80664	11.446	11.7313	9.30378	8.90388	10.8533	10.5411	10.4919	10.9144	10.9658
C1QC	13.2659	11.8258	11.8337	13.5387	12.7503	10.8297	11.9476	11.0224	11.9944	13.8138	12.0498	11.8803	13.4383	13.0498	12.2228	11.5651	11.4666	13.6211	13.3021	12.9819	10.8533	11.4147	12.9748	11.1737	13.1737	11.0901	11.7649	7.5157	12.7977	11.0835	11.2992	11.2819	11.9873	13.2482	11.0701	11.9476	10.6073	13.8037	11.7185	12.8803	11.9366	11.9256	12.9979	11.6027	13.5981	11.9694	11.9549	10.5411	13.3718	12.7356	13.2303	12.6839	12.0154	12.1228
IGHG2	10.1799	8.35315	6.10154	6.7945	5.99269	11.7977	11.9403	11.0224	10.9144	9.17243	11.7814	12.7356	14.0102	9.05528	12.4717	14.5447	12.4944	10.944	7.22882	8.57365	11.1611	9.72451	5.7941	11.8178	4.80816	6.28863	8.44294	9.96578	7.48382	12.2819	11.3163	10.6883	12.3078	10.1548	10.6165	9.18239	11.5981	7.89482	6.07902	5.07687	7.44294	10.9366	10.4094	5.74022	7.04984	12.1	10.944	6.98005	8.08054	9.30834	10.6073	5.86061	9.13186	9.72622
AK1C2	10.9658	11.0224	11.4919	11.8218	11.8178	11.3554	11.0967	10.944	11.1485	11.9549	12.0293	11.6348	12.7398	12.2046	12.6303	11.7099	11.0293	11.8765	12.1066	12.1453	11.0701	10.8842	11.6393	10.6348	11.7855	11.1033	11.4252	9.60363	11.0498	10.7895	10.5411	10.5887	11.8258	11.0293	11.7814	12.0498	10.7398	12.1131	12.2107	11.6257	11.3219	11.4919	12.0498	11.3163	11.888	10.9873	12.4067	11.7013	11.6439	11.7649	11.6839	11.3826	11.4041	11.6528
RAB7A	6.49862	7.86419	8.01123	7.76155	7.16259	9.22159	6.89554	9.43879	8.21917	7.98299	8.10329	9.29232	7.90087	7.63662	8.99152	7.26679	7.05528	7.55459	7.27612	7.50779	9.59619	5.36807	9.19229	7.06609	6.36886	5.5562	7.65105	8.55459	8.67596	9.37069	8.88264	9.47776	9.99435	7.26679	8.27612	7.66534	5.06462	8.43463	7.36632	9.34207	8.40088	10.1293	8.87344	7.32193	7.84549	8.25739	8.27146	5.80739	9.57743	4.74482	6.27868	7.13955	6.58607	8.65105
ELNE	6.54571	11.4919	9.15482	8.12412	7.59728	12.2378	9.78463	12.4041	9.41574	9.07682	12.1453	12.3443	7.60581	4.92276	10.1293	11.1923	12.0835	7.80735	9.74483	9.60177	12.2732	11.446	9.90839	10.5314	7.08568	8.79442	6.15872	13.1049	10.7313	12.664	11.0566	14.8775	12.0934	11.1033	11.9908	6.39471	12.0327	10.6707	6.88158	9.77972	12.5338	11.5411	9.98014	12.3078	8.55459	8.42626	12.4041	5.90199	10.42	6.02376	9.85019	5.9126	9	7.46709
AMY1	9.13186	9.36194	11.6348	7.34873	12.2615	12.0014	9.79442	12.3471	10.5216	9.72622	10.5216	11.5265	9.85643	10.7228	10.3987	11.2935	11.2761	11.9658	10.6073	11.2288	12.7752	11.3219	9.41151	12.412	13.0327	12.8937	11.3718	10.3106	10.8918	10.9144	11.4512	11.0901	8.48382	11.8258	10.2408	11.4252	13.1517	10.7228	13.2258	10.0768	11.5362	10.1293	10.1799	11.0224	9.42626	9.91289	9.10852	9.54303	12.3304	11.9622	8.90689	11.5887	9.51964	10.1163
KV119	11.1674	12.3799	11.4868	12.0189	9.77149	10.0768	11.7185	9.49785	12.5265	11.8494	11.2046	11.5459	11.7649	10.3772	12.3219	10.3663	11.0362	12.3498	12.0735	10.7566	12.6861	11.4919	12.0224	11.584	10.2761	11.3163	11.6119	10.7814	12.1892	12.1548	11.5507	12.0084	12.8396	10.2877	12.7875	9.87805	8.88264	11.5362	10.697	11.0901	11.2467	12.6484	11.4041	11.1485	12.4305	12.4818	11.8138	12.2046	11.769	10.7056	12.2228	11.7482	12.5314	11.6439
LV001	11.4615	9.85643	8.76818	10.5507	5.70231	9.49386	7.70736	8.64386	10.3219	10.7056	10.973	10.6165	8.99435	10.9873	10.9218	6.71425	9.00843	11.6926	10.42	8.8857	10.8057	8.83605	11.0293	9.73809	6.62855	8.91886	6.86974	10.42	9.09011	9.98014	9.59619	8.94251	11.4147	10.3106	11.6926	9.96578	6.0359	10.9366	6.37077	8.81057	9.98014	10.7228	11.4666	9.05799	11.2228	10.6257	10.1674	10.4305	10.5603	8.75154	11.697	9.86573	10.4717	6.11924
ATRN	6.80373	6.67243	8.39232	7.45121	8.64386	7.08746	8.77808	8.65105	7.77479	8.20945	7.24793	8.89482	9.02237	7.34873	8.59991	9.87191	6.29462	7.08746	7.05528	6.84549	8.13443	6.88051	5.28446	7.93074	8.32193	8.2854	8.82972	8.31741	7.03342	7.94837	7.60733	8.18982	8.74483	6.75489	9.71939	8.75489	7.94251	7.48382	9.37938	7.90689	8.00562	7.33985	8.66534	9.3443	7.44934	9.05799	8.11894	7.7211	7.62205	7.14975	4.5141	8.40514	8.55842	8.71081
KPYM	11.9944	10.6707	11.6573	10.697	9.2738	13.412	13.8337	11.6618	11.9513	13.9293	12.933	14.1437	15.8287	13.0102	14.6439	14.1033	11.9944	12.0701	12.0901	13.2076	14.2288	10.5411	11.0224	11.5793	9.98014	9.68475	11.5699	14.1517	13.92	12.8238	13.5142	14.7046	13.4767	10.7398	13.0464	13.2258	10.6528	12.7013	14.3987	10.0901	12.4383	15.3373	11.5018	10.7977	13.0701	14.4186	14.5864	9.61655	14.6991	10.0768	14.2877	9.70217	11.4666	12.2819
GSLG1	5.58138	10.5314	9.84392	8.74483	8.224	9.29462	9.77643	8.32643	10.4717	8.16992	10.2644	8.47573	7.91886	7.88874	9.25974	7.03342	9.64926	9.10591	8	6.6091	10.0498	10.0362	6.66161	9.19722	8.02237	9.17493	8.35755	9.02514	8.49586	9.29692	9.07948	9.49985	9.67419	7.78136	10.4615	8.19967	8.3443	8.08215	8.7039	7.7879	8.29921	10.4615	9.51373	9.89178	9.81057	8.11894	10.1674	9.80896	7.85798	8.24317	9.40939	8.82337	10.5981	6.03066
CATF	5.80864	6.97728	8.80413	7.24793	9.01681	9.45943	7.33092	8.29921	7.97728	7.69774	9.68124	7.40939	7.47573	7.43463	7.82655	6.43197	7.06609	7.97728	8.91588	6.36707	7.18982	4.73072	8.75822	6.19424	8.88874	8.98868	7.2854	7.2384	7.48382	7.7211	8.85487	7.59246	6.27963	8.45533	8.42626	6.66105	5.85209	6.06214	7.48229	4.0411	7.64386	6.91981	7.67948	7.47573	7.21547	8.96578	5.81421	7.32193	8.37069	9.31288	8.51175	7.81378	7.56986	7.73471
A2MG	12.1066	12.043	13.6991	12.7628	13.9476	15.5049	16.8238	13.6991	14.2213	15.2659	13.6096	15.5142	17.734	13.5387	14.9613	18.5915	15.4767	12.4331	13.2776	13.7936	14.0951	13.3163	13.0684	13.9837	13.9012	13.4383	14.183	13.5018	13.8337	14.3987	15.4925	14.4054	15.6382	14.0447	13.5746	14.0102	13.9567	13.7731	14.183	13.1244	14.3233	14.0102	14.1115	13.6439	12.7035	15.977	13.8533	14.1984	13.8337	13.412	12.5746	13.3021	13.92	13.9748
KV311	9.42417	11.9513	8.59619	8.37504	8.12412	9.64205	9.7039	8.85798	10.3332	9.80896	10.6618	8.90689	10.1163	10.0224	11.0701	9.90238	9.84078	10.5118	8.70736	8.8392	11.2819	10.4512	10.5411	10.4305	8.56986	9.22641	10.0084	10.1293	10.4919	10.6257	9.32643	10.2992	10.6348	9.6865	11.1799	8.03892	6.12986	7.71425	6.13666	10.2408	9.35975	11.3718	10.1548	10.3554	10.8765	9.03342	10.0634	8.21432	8.72792	7.76155	10.2288	10.2527	10.7313	9.21432
ACTN4	10.4512	10.2046	9.64024	10.8455	7.65105	12.4383	11.6662	12.7855	10.0498	12.6027	10.5118	12.2935	12.9403	10.3772	12.0014	11.5411	11.3332	11.744	11.0768	11.0498	11.6926	11.6393	10.4305	11.1923	5.82593	9.75154	8.79116	12.9256	12.9421	12.043	12.4512	13.2848	11.3554	11.1548	11.8017	5.36187	10.7228	11.2586	12.3276	9.64746	10.5411	15.2622	9.9629	10.3332	12.5167	13.2363	13.2467	6.45425	13.7313	8.82972	12.9784	8.90989	9.71596	10.4305
CAN2	8.77149	12.888	11.7607	11.0014	10.4094	10.4094	10.2992	9.02791	9.66356	10.1674	9.95565	9.84862	12.5793	10.6795	10.0084	10.4512	9.55459	11.7895	11.9801	12.3581	11.6883	9.19967	12.3247	9.82177	11.2348	9.20457	10.0224	10.2992	11.0566	9.70563	9.84706	10.8297	10.1163	11.8297	9.50581	10.7313	9.65105	11.5934	11.4868	11.5887	10.0498	13.26	10.5018	9.77972	10.1548	11.3826	12.0934	11.4969	11.7731	10.8376	11.8727	11.5216	10.1293	10.0498
SAHH	7.59274	8.02791	8.42848	8.13955	5.97226	7.16993	8.80735	7.79946	8.7211	9.59059	6.4674	8.74147	11.5651	6.52544	10.42	8.7879	6.6865	8.26679	7.50779	8.19967	8.62571	6.89482	7.54689	6.75489	4.99875	5.19839	7.49185	9.49586	9.16992	7.71425	9.43671	10.8455	9.94251	6.54751	9.25974	5.19282	7.13955	7.98299	8.0962	7.3837	6.42275	12.2674	5.90907	9.09276	9.05799	10.1293	9.98014	6.28819	11.1737	5.31067	10.1548	4.80914	6.62495	5.53872
K2C1	15.68	14.887	15.5507	16.5687	15.601	14.9153	14.1033	14.6269	15.5922	14.7731	14.6211	13.8435	15.1674	15.4415	15.9293	13.9476	13.7936	17.5805	15.2213	16.5065	14.1357	14.3718	15.4252	14.1277	15.1277	13.9926	15.412	14.412	17.4252	15.3819	16.3853	14.365	17.4496	13.5265	14.768	14.9339	14.0951	16.5966	14.9385	14.4956	14.2137	15.8263	15.2475	14.7153	15.2841	17.4496	15.7757	16.68	15.3056	14.4186	14.4448	13.1954	15.7018	15.8037
LV501	9.11114	11.2408	8.64746	11.3554	5.40894	10.1033	8.59619	9.783	9.89026	9.46148	10.4305	9.00282	8.04985	8.98868	11.1098	9.49985	7.33985	10.2877	10.2992	10.3106	11.5068	9.37504	9.81378	9.60177	5.5531	7.96578	9.03342	9.15987	9.54496	10.3772	7.69349	10.2877	10.4615	9.46352	12.158	6.41438	6.01195	11.3663	6.76083	7.59246	9.71939	8.43879	8.09276	8.36632	9.47371	7.65105	10.2644	9.01681	9.80896	7.05528	9.29002	11.1984	8.45943	9.06609
CATZ	6.85393	9.46964	9.22882	7.49985	8.9571	7.83289	9.04166	9.27612	8.73132	7.07403	8.76487	8.97728	8.24793	9.26444	8.94544	8.74819	9.22159	8.10852	9.51175	9.12412	8.99152	9.51767	8.15987	9.01959	8.88874	8.39232	9.17991	8.14975	8.94837	9.04439	9.61655	8.61471	8.68299	9.03067	7.8009	9.30606	9.39017	7.94251	8.89178	8.38802	8.91588	9.46557	9.24079	9.96145	7.61471	8.93958	10.1674	8.04439	8.93369	9.14466	8.45121	8.97441	8.11374	9.01681
PRSS8	6.11873	10.9513	9.43045	10.973	4.89364	9.74147	9.64746	8.20457	11.2644	10.4409	10.1548	9.99435	9.98014	10.6795	11.3772	9.7039	8.60733	10.5118	10.8218	10.0634	11.9658	9.42417	9.56605	10.0084	10.5603	10.0901	10.6257	10.6707	11.7814	10.5216	9.2503	11.9476	11.6393	8.66178	11.1737	9.33316	5.18112	11.1033	7.66534	9.53528	11.4357	12.1228	11.0362	9.64024	11.3663	10.3987	11.4564	12.0566	11.5411	5.28842	9.5812	9.38154	11.6257	9.73978
RS14	9.63844	10.3219	7.36632	10.8918	8.52748	7.15858	8.85798	7.72792	4.6561	9.76653	5.63285	8.16491	6.8518	8.04985	9.00562	8.86109	6.09704	8.74483	7.31288	7.73471	7.97154	7.26679	9.08481	7.46761	7.53916	5.87271	9.66	7.30969	8.17493	6.74147	6.71946	9.75489	9.21917	7.24793	9.90087	8.56224	5.30749	6.43854	7.8392	8.42206	8.33985	9.80252	7.41302	7.25739	8.12412	7.30792	8.8403	9.99435	9.83289	9.16742	9.22882	8	10.42	8.47167
IGHG4	8.30378	6.80735	4.79721	7.59246	6.89441	10.6528	11.2348	9.29232	10.2167	9.94398	5.95686	9.85487	12.9819	8.36632	11.0835	12.9658	10.5793	6.78136	5.83394	7.14975	8.13955	6.35785	5.73177	10.4919	5.99862	5.64973	7.41692	9.00282	7.63662	10.1033	11.1033	9.23601	12.0498	8.41785	7.48382	6.97728	7.59991	6.75161	6.25574	7.01123	7.52356	8.79116	6.85798	6.76818	8.44294	10.7228	8.43463	4.94757	8.37504	6.76818	7.5157	7.22882	7.30378	6.89482
LCN1	17.7667	17.7796	18.8846	17.8423	19.0743	18.4972	18.7764	19.197	18.0847	17.9601	18.3752	19.2967	18.4129	19.3794	18.1898	17.7667	18.7923	18.3581	18.6096	18.4576	17.9316	18.7569	18.4293	18.8081	18.9601	19.1531	18.7307	19.1028	18.5242	18.2696	17.6168	18.0265	17.9431	18.9882	17.1946	19.2558	19.2741	18.6523	18.9024	18.5842	18.1457	17.7667	18.6347	18.6417	17.6662	18.0847	18.2185	18.4775	18.2967	18.9488	17.8667	18.9798	18.2185	19.1605
GOLM1	13.0984	12.4717	13.2586	12.7711	13.1082	12.6904	13.169	12.8078	12.8708	13.1532	12.6839	13.0967	13.2512	13.4383	12.7875	11.0835	11.7524	13.3021	12.7956	12.3134	12.7997	12.2819	13.1098	11.9766	12.8918	13.2015	12.5579	12.3526	12.8746	11.8727	12.1389	12.6027	12.2674	12.4919	12.4226	12.1768	12.8238	13.5265	12.5265	12.3636	12.6904	12.6143	13.0951	12.3554	12.7164	13.3304	12.7398	13.2586	12.412	12.3826	12.1984	13.1049	13.7524	12.9748
CLIC1	11.6662	11.3934	9.66711	7.04183	6.00043	12.1098	10.8218	11.2107	8.23362	11.5934	10.7649	10.7731	13.1	10.1163	12.4538	11.3554	9.37504	9.63481	9.41151	10.6618	11.1228	8.29462	12.2318	9.34207	6.14504	6.20163	10.0084	11.4666	11.5068	11.5167	11.8611	12.5289	11.5934	8.06609	10.6795	9.17243	9.28309	11.3772	11.2467	11.4868	10.3219	13.9567	7.40088	8.53138	11.8098	12.6618	12.4226	5.67278	12.769	7.57743	11.6839	8.64024	5.55832	11.1228
K1H1	6.45207	8.8392	11.0835	10.9873	9.13443	9.03892	7.85175	8.49586	7.08746	10.9293	8.58496	9.60733	8.19967	8.63662	10.2167	8.49985	7.98299	10.0498	10.7566	11.2107	9.75656	9.30606	9.87805	7.96578	8.57743	5.61884	8.61102	8.10852	8.85175	9.41363	10.6707	7.42578	10.2288	9.60733	8.23362	8.18982	8.59619	11.2527	8.89482	9.28309	8.31288	10.5118	8.0607	8.28077	11.1799	10.4094	6.12792	4.42731	9.59805	8.61471	8.09276	8	5.76948	9.16742
AMD	7.90689	10.8533	10.0084	6.15674	10.7814	11.2819	10.42	11.5793	9.64746	8.7039	11.4615	9.47978	7.84549	4.78361	10.4919	9.20945	10.8533	10.8994	11.3106	10.2408	11.2703	11.3554	11.1421	10.7398	10.7398	10.2527	11.2586	10.1421	10.2992	11.0498	10.6528	9.21432	8.60733	10.9513	10.7482	10.8688	11.3554	10.0224	10.5411	11.1033	9.94251	10.5216	10.7142	11.7271	9.32418	9.80574	10.9069	8.35755	8.37069	10.3554	10.8533	10.6348	10.5887	10.0768
SAHH3	6.65401	7.25739	6.46421	7.57743	6.64381	7.66534	6.49346	8.08215	8.58496	9.26913	8.08215	7.27721	10.0224	7.04439	9.9629	9.89482	8.59619	6.70044	6.72792	5.59526	9.11114	6.98868	7.04439	6.9542	4.47482	5.86126	8.29002	6.88264	9.01959	8.92184	7.33985	8.56605	7.40939	5.36534	9.35094	6.82018	5.65704	6.4794	8.71425	7.19967	7.33985	10.3663	8.33539	5.28712	8.80735	10.1033	8.18982	7.21747	8.89482	5.51774	7.42626	8.84862	10.1293	6.58877
PPBT	10.2527	8.07146	8.89482	6.36305	8.59619	8.00562	9.02791	9.03617	8.98299	7.59991	10.3663	9.2384	9.07146	8.44294	10.1548	5.56399	8.42626	9.36194	8.50383	7.79442	10.4512	6.71405	7.67948	7.97154	8.98868	8	8.85798	8.07682	9.21189	5.7495	6.55919	11.6926	8.5812	4.78859	10.0634	8.37504	5.63415	7.83289	9.59991	8.07146	10.5118	10.944	6.50873	6.0756	8.10852	7.96948	7.67243	10.2992	8.44708	9.28771	7.52356	7.42626	8.98584	8.80735
HEXB	11.1923	10.4919	10.5981	9.53528	12.2674	12.2935	11.3498	12.3163	12.412	10.4094	12.5167	11.5314	12.5864	11.388	11.1357	10.1674	11.9908	10.4615	11.1163	10.9873	11.7271	11.3718	12.1611	11.0566	12.3219	12.0668	12.6461	11.7607	9.74483	11.769	11.9801	10.0084	11.8138	11.2877	11.6393	11.4305	11.3987	10.6707	10.6439	10.7977	10.1033	11.2819	11.8765	11.5887	10.8533	12.0119	11.0768	10.6618	11.5555	12.158	12.3961	12.6211	11.8533	10.9873
K1C24	9.94691	10.2877	9.20701	10.7895	8.71768	10.5603	9.66889	8.99152	11.1163	10.6528	10.1799	9.3443	10.7649	10.4615	9.98014	9.81218	9.96578	10.6257	9.98014	9.15228	10.6439	9.24079	10.1033	10.2046	9.73471	9.78627	8.82018	9.56415	12.0049	8.72451	9.29232	10.3443	10.2527	8.21432	10.7142	8.88874	8.5812	10.8218	8.85798	8.87344	9.23601	10.4305	10.1799	9.54882	10.7649	10.1421	10.0362	10.0634	10.5793	8.77149	10.7313	9.67066	9.84706	9.56796
AMPB	7.12928	6.70044	9.49185	6.30615	8.54303	8.81057	7.61471	6.12676	6.42291	6.49971	8.21917	6.93316	10.7566	6.91886	9.15228	7.54689	7.87652	7.74819	9.03342	5.80247	8.35755	6.60437	5.41265	8.43045	8.63662	7.29462	5.28951	7.82018	6.72792	7.01123	7.33985	8.33092	6.85798	5.37543	8.90989	7.02237	6.18982	7.03342	8.80413	7.21917	6.43167	11.1098	7.37407	6.36632	6.91113	9.53916	6.94401	6.21819	8.74483	6.48997	8.61102	5.96898	6.91416	4.30578
CD14	12.3021	13.4383	12.1293	11.5314	11.7482	13.5981	12.4435	12.4818	12.7013	11.9944	13.2863	11.4919	12.0566	11.9766	13.0984	12.3526	12.5817	12.2198	12.4615	12.3443	13.0835	13.1437	12.7185	12.9385	11.7773	12.3934	12.4331	12.6729	12.0934	12.577	11.8994	12.1517	12.7099	13.0481	13.3718	12.6839	12.5887	12.2107	11.7313	12.6303	12.8994	13.1861	12.9366	12.9961	12.7185	10.9873	13.1196	13.0102	12.2992	12.0224	12.8098	12.1954	12.9996	12.9908
FLNA	9.5216	8.32643	6.49736	6.81069	10.2992	9.51767	9.43671	9.34207	9.98014	7.13825	10.42	10.1923	7.76211	9.16239	9.96578	9.26913	10.7142	5.7476	9.56986	7.06642	8.78136	10.3219	4.78274	8.98868	9.633	10.0901	10.3443	10.0498	7.10852	10.3443	10.9144	11.4305	8.93664	8.9571	10.3663	9.93517	9.92926	7.14503	7.63123	5.39922	5.88926	7.7879	10.7142	10.3772	6.11514	7.31246	8.25679	6.38599	7.10174	6.11852	10.4409	10.4615	9.68124	6.02173
NIBAN	6.81305	9.4818	13.6883	13.1784	13.7834	9.24793	8.2384	5.45746	9.23122	11.0768	8.17493	8.80735	12.7834	10.8918	8.32643	7.98299	7.99435	12.1325	12.9694	12.2586	8.97441	8.45533	13.5387	11.5507	14.3373	10.42	10.5699	7.42626	12.2761	7.59991	9.15987	12.5118	8	12.1163	11.2348	10.1923	8.79766	12.8017	12.4512	13.0258	13.3987	11.5216	10.2527	9.09011	11.9837	9.71768	8.15482	10.4919	12.605	13.5507	11.0634	11.2348	9.83289	10.7895
NACAM	6.99118	9.80735	6.47367	7.56224	7.62936	9.23122	8.58871	9.23362	8.84235	7.44294	9.02791	9.66178	8.47167	8.83289	7.94251	6.97001	8.87037	8.10852	8.08215	5.42137	8.16992	6.03277	5.37505	8.94837	9.20701	8.224	5.561	9.18982	5.34204	9.15228	7.05528	8.59619	6.63633	8.93369	9.58871	5.66313	8.3837	9.783	9.45738	9.40514	9.63844	10.4818	5.46693	8.98868	6.47305	8.97441	9.29692	6.82715	10.1421	5.57957	10.2288	8.31741	7.13934	7.39352
KV120	6.11233	10.5793	5.64608	9.17493	7.7211	6.93074	8.0607	5.91525	9.21675	8.81698	8.05528	9.36851	7.64651	8.04985	7.64386	7.36632	5.29158	6.93074	7.16993	5.10338	11.2348	6.71425	8.47978	5.71696	5.11425	6.9542	8.57743	7.90689	8.57793	10.6883	8.37069	8.15987	9.86573	7.70044	8.98299	6.51192	4.81718	9.06878	7.90087	9.14975	8.52748	5.87152	6.75489	5.21877	10.5018	6.64228	7.12581	6.46894	6.02343	7.30378	9.59246	9.61471	7.07682	7.13955
IGHM	11.697	14.3163	13.5627	14.3853	10.3772	14.2512	15.0014	11.8688	14.9658	12.697	13.5507	14.0447	15.1596	14.5864	15.1033	15.435	11.4615	13.7099	14.2438	13.2877	14.5507	14.5387	13.1721	11.3163	10.1674	14.183	13.5142	13.9012	15.1277	13.6662	13.043	13.2776	14.0102	13.5018	14.1908	12.4589	12.2046	14.8679	14.4054	10.8533	13.3853	15.3718	13.7731	14.3021	13.92	14.0014	13.7099	15.0743	15.2288	10.697	14.0447	13.9658	15.7808	13.1923
KV206	6.52608	12.3663	9.85643	11.8918	7.65105	11.4094	10.2527	9.56986	11.1485	12.0634	12.2586	11.2586	11.2992	10.6707	12.7503	12.06	10.9944	12.2615	11.3608	10.7228	12.7164	11.388	12.0258	10.1674	7.65821	10.0498	9.72622	11.944	11.2408	11.9031	11.0967	11.4409	11.3554	9.91438	13.0481	9.59433	9.46964	11.7936	7.35755	10.4717	10.6257	13.1098	10.7731	12.1	12.2015	11.0701	12.0967	11.5068	11.3163	9.00843	12.6165	10.8455	12.3276	9.19967
SG2A2	10.7056	9.0634	11.9766	12.388	9.89785	11.1293	6.38481	9.35094	9.03892	13.2333	6.10042	11.8297	7.82655	13.3718	11.6484	6.76818	8.8392	13.1131	10.5411	12.1954	10.7731	8.51964	13.3443	12.4278	10.944	5.61123	9.80896	10.6795	10.8994	10.1548	9.28077	10.4305	10.1293	6.48864	11.3772	12.0293	12.3663	9.47776	7.05528	9.38802	9.93517	7.33092	10.2877	10.1163	8.32643	8.98299	11.1033	10.0224	9.52552	11.3276	9.34207	8.57743	12.7545	9.65285
CNDP2	6.94734	5.34379	8.93664	8.09803	6.21953	9.36413	9.7039	5.01603	7.80735	7.62997	7.08746	9.18488	12.3608	8.52356	8.52356	9.99435	7.52356	7.45121	8.14466	6.05964	9.20212	6.28411	7.53138	6.99877	7.58496	6.59842	8.82655	10.1421	11.0154	7.43691	7.22882	10.8297	8.30834	7.03573	7.19967	8.50779	3.37262	7.14938	9.94251	7.32193	6.1043	14.0014	8.51175	6.19934	7.47573	11.7099	8.5157	6.45102	11.5265	7.45121	9.62753	5.69091	6.45496	7.45943
GILT	5.48152	7.71425	7.7879	7.52356	9.19967	9.66	7.20945	8.93958	7.18982	7.76818	8.92778	6.84427	9.39017	7.62205	8.08453	7.37504	7.91289	8.67243	8.93074	8.10852	10.3443	8.24317	8.13955	8.18982	9.04712	7.59246	9.29692	7.62936	8.37938	7.97154	7.65821	6.72189	8.04711	10.0768	9.67948	7.54689	9.56605	5.46019	9.41996	10.3663	7.07682	8.04439	7.65105	9.60363	9.15987	7.97154	6.3041	7.9542	7.96578	9.40727	9.75154	9.43671	8.10852	9.88264
NPT2B	9.62022	8.91289	8.50383	10.1033	6.63791	9.60733	9.98014	6.579	9.11114	10.2761	11.1357	9.67066	11.4969	5.23734	11.5018	9.9629	10.2761	8.5157	7.40981	10.3554	8.82972	9.69523	5.96301	9.44708	6.89482	8.82655	9.76653	10.3772	10.5216	8.68299	10.2761	13.5981	11.4357	9.18982	12.2761	8.42206	9.13443	6.40167	10.3987	6.26371	7.12928	12.5191	5.76067	8.07146	10.7814	10.3663	11.6795	8.95128	11.9181	6.3097	11.0014	8.07682	8.80735	5.59967
MUC16	12.1485	13.0668	12.1325	11.7013	10.7977	12.6883	12.9979	12.5627	13.4252	12.5241	12.9586	12.4067	12.3049	11.944	12.6119	12.664	11.865	12.8533	12.0532	11.3332	13.3021	12.1611	12.7164	13.0967	11.5699	12.7078	11.7398	13.0224	13.4893	13.0684	12.0154	14.6325	12.8899	11.8611	13.7524	10.9944	11.4357	12.4893	11.0967	12.1548	12.8455	13.1768	12.2497	12.1485	13.0172	11.6165	12.7977	11.7142	13.1737	11.744	13.7524	12.4564	13.0532	11.4666
RLA0L	6.91044	9.46964	11.0566	5.25238	11.1674	8.56224	9.3015	7.85175	9.10329	7.77479	10.5314	10.4409	8.79442	10.973	7.80322	8.33539	9.71939	10.7566	9.61287	10.1163	10.7731	10.0901	10.4512	10.4615	10.7482	10.1163	10.4409	8.47978	10.6348	8.46761	7.41074	8.0555	6.41086	10.697	8.62936	10.2992	9.07146	8.94837	10.2408	7.7879	10.0224	10.3106	10.0084	10.42	8.87344	7.35841	9.23362	10.2644	10.5887	11.0967	9.40514	11.3554	10.1033	5.22417
OBSCN	8.77479	6.11931	8.00562	5.92964	8.61102	8.24317	5.06321	8.77149	8.16992	8.51964	8.71081	8.26209	6.97186	8.19476	7.32584	7.05528	8.49185	8.18488	8.81378	8.90388	8.14466	8.3837	8.56605	7.94251	8.40939	7.89482	8.58496	7.76818	7.85175	8.44708	8.55459	8.0607	7.28957	8.47978	8.06609	8.57365	8.68299	7.23309	8.26679	8.51964	8.57365	7.87462	7.94837	8.78463	8.25267	8.02791	8.40939	7.8678	7.78485	8.6865	8.55842	5.548	8.46352	8.45943
PLIN3	8.15987	9.44708	6.89712	7.01123	5.09124	9.03067	10.4409	5.22115	7.03617	10.8057	6.70319	10.3443	11.7228	6.99898	10.2167	12.8899	8.98868	9.0954	8.16491	10.3772	9.79442	6.69804	6.29437	7.57743	5.31622	6.40335	7.91886	10.0362	9.94691	9.71425	9.783	10.0224	10.5887	6.38226	9.72622	6.96668	7.29462	6.67169	8.55842	5.46268	6.17569	12.6817	5.33707	8.15482	10.5887	12.06	10.3332	8.30378	11.2288	7.62936	11.4409	5.80958	7.18982	6.63949
